Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Embarked_Q,Embarked_S,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior,Survived
2,0,0.4166666666666667,2,1,0.4153846153846154,0.42857142857142855,0,False,True,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.1055123076923077,0.0,1,True,False,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,0,0.6666666666666666,1,0,0.2676923076923077,0.14285714285714285,0,False,True,False,False,True,False,1
2,0,0.02083333333333333,1,2,0.42692307692307696,0.42857142857142855,0,False,True,False,False,False,False,1
3,1,0.062499999999999986,4,1,0.6105769230769231,0.7142857142857142,0,False,True,False,False,False,False,0
2,0,0.6041666666666666,1,2,0.42692307692307696,0.42857142857142855,0,False,True,False,True,False,False,1
3,1,0.3333333333333333,0,0,0.12083384615384615,0.0,1,False,True,False,True,False,False,0
2,1,0.6666666666666666,1,2,0.42692307692307696,0.42857142857142855,0,False,True,False,False,True,False,0
3,1,0.49999999999999994,2,0,0.12192307692307693,0.2857142857142857,0,False,True,False,True,False,False,0
2,1,0.43749999999999994,0,0,0.2,0.0,1,False,True,False,True,False,False,0
3,0,0.3333333333333333,1,0,0.15115384615384614,0.14285714285714285,0,False,True,False,True,False,False,0
1,1,0.49999999999999994,0,0,0.46153846153846156,0.0,1,False,True,False,True,False,False,1
3,1,0.25,0,0,0.12384615384615387,0.0,1,False,True,True,False,False,False,1
2,0,0.4166666666666667,0,2,0.2230769230769231,0.2857142857142857,0,False,True,False,True,False,False,1
2,0,0.3125,1,0,0.4,0.14285714285714285,0,False,True,False,True,False,False,1
2,1,0.49999999999999994,0,0,0.23153846153846155,0.0,1,False,False,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.12044923076923078,0.0,1,True,False,False,True,False,False,0
3,1,0.5208333333333333,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.4583333333333333,1,2,0.31653846153846155,0.42857142857142855,0,False,True,False,True,False,False,0
3,1,0.7291666666666666,0,0,0.37153846153846154,0.0,1,False,True,False,False,True,False,0
3,0,0.9166666666666666,1,3,0.5288461538461539,0.5714285714285714,0,False,True,False,False,True,False,0
3,1,0.43749999999999994,0,0,0.11153846153846154,0.0,1,False,True,False,True,False,False,0
3,0,0.10416666666666667,4,2,0.48115384615384615,0.8571428571428572,0,False,True,False,False,False,False,0
3,1,0.49999999999999994,0,0,0.22243538461538462,0.0,1,False,False,False,True,False,False,0
3,1,0.4583333333333333,0,0,0.2890384615384616,0.0,1,False,False,False,True,False,False,1
3,1,0.5416666666666666,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.7916666666666666,0,0,0.11769230769230771,0.0,1,False,True,False,False,True,False,0
2,1,0.4791666666666667,0,0,0.4,0.0,1,False,True,False,True,False,False,0
1,1,0.9166666666666666,0,0,0.4084615384615385,0.0,1,False,True,False,False,True,False,1
3,0,0.25,0,0,0.11923076923076924,0.0,1,True,False,True,False,False,False,1
3,1,0.12499999999999999,3,2,0.42923076923076925,0.7142857142857142,0,False,True,False,False,False,False,0
3,0,0.49999999999999994,1,2,0.3607692307692308,0.42857142857142855,0,False,True,False,True,False,False,0
2,0,0.3125,0,0,0.4,0.0,1,False,True,False,True,False,False,1
2,1,0.7916666666666666,0,0,0.2,0.0,1,False,True,False,False,True,False,0
3,0,0.6458333333333333,1,1,0.31153846153846154,0.2857142857142857,0,False,True,False,True,False,False,1
2,1,0.3125,0,0,0.16153846153846155,0.0,1,False,True,False,True,False,False,1
1,1,0.49999999999999994,0,0,0.4084615384615385,0.0,1,False,True,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.11121846153846154,0.0,1,False,False,False,True,False,False,0
3,1,0.2708333333333333,0,0,0.10961538461538461,0.0,1,False,True,True,False,False,False,0
1,1,0.49999999999999994,0,0,0.5384615384615385,0.0,1,False,True,False,True,False,False,0
2,0,0.6249999999999999,0,0,0.2,0.0,1,False,True,False,True,False,False,1
2,1,0.3541666666666667,1,0,0.17692307692307693,0.14285714285714285,0,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.12384615384615387,0.0,1,False,True,False,True,False,False,0
3,1,0.9374999999999999,0,0,0.0,0.0,1,False,True,False,False,True,False,0
3,1,0.4166666666666667,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.11993538461538462,0.0,1,False,True,False,True,False,False,0
3,0,0.2916666666666667,0,0,0.11532,0.0,1,False,True,True,False,False,False,1
3,1,0.7083333333333333,0,0,0.13326923076923078,0.0,1,False,True,False,False,True,False,0
2,1,0.8333333333333333,1,0,0.4,0.14285714285714285,0,False,True,False,False,True,False,0
3,0,0.5208333333333333,0,4,0.3242307692307692,0.5714285714285714,0,False,True,False,True,False,False,0
3,0,0.3541666666666667,2,2,0.5288461538461539,0.5714285714285714,0,False,True,False,True,False,False,0
2,0,0.49999999999999994,0,0,0.5076923076923077,0.0,1,False,True,False,True,False,False,1
3,1,0.4166666666666667,0,0,0.14615384615384616,0.0,1,False,True,False,True,False,False,0
3,0,0.20833333333333331,0,0,0.12083384615384615,0.0,1,False,True,True,False,False,False,0
3,1,0.49999999999999994,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,0,0.49999999999999994,0,0,0.11897384615384615,0.0,1,True,False,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.11923076923076924,0.0,1,True,False,False,True,False,False,0
3,0,0.49999999999999994,1,0,0.23846153846153847,0.14285714285714285,0,True,False,False,True,False,False,1
3,1,0.3333333333333333,0,0,0.13326923076923078,0.0,1,False,True,False,True,False,False,0
3,1,0.4791666666666667,0,0,0.11993538461538462,0.0,1,False,True,False,True,False,False,1
3,1,0.375,0,0,0.11153846153846154,0.0,1,False,True,False,True,False,False,0
1,1,0.7291666666666666,0,0,0.0,0.0,1,False,True,False,False,True,False,0
3,1,0.3125,0,0,0.12147384615384617,0.0,1,False,True,False,True,False,False,0
3,1,0.5833333333333333,1,0,0.24384615384615385,0.14285714285714285,0,False,True,False,True,False,False,0
2,1,0.49999999999999994,0,0,0.16153846153846155,0.0,1,False,True,False,True,False,False,0
3,1,0.3125,0,0,0.1255123076923077,0.0,1,False,True,False,True,False,False,0
3,1,0.5833333333333333,0,0,0.12192307692307693,0.0,1,False,True,False,True,False,False,0
2,0,0.7708333333333333,0,1,0.30000000000000004,0.14285714285714285,0,False,True,False,False,True,False,1
1,0,0.49999999999999994,0,1,0.8461538461538463,0.14285714285714285,0,False,True,False,True,False,False,1
3,1,0.8958333333333333,0,0,0.11153846153846154,0.0,1,False,True,False,False,True,False,0
1,0,0.6458333333333333,1,0,0.8,0.14285714285714285,0,False,True,False,True,False,False,1
2,1,0.6770833333333333,0,2,0.4,0.2857142857142857,0,False,True,False,False,True,False,0
3,1,0.49999999999999994,0,0,0.11891076923076924,0.0,1,True,False,False,True,False,False,0
3,0,0.49999999999999994,0,0,0.12121846153846154,0.0,1,True,False,False,True,False,False,1
3,1,0.49999999999999994,0,0,0.2230769230769231,0.0,1,False,True,False,True,False,False,0
2,1,0.49999999999999994,0,0,0.2076923076923077,0.0,1,False,True,False,True,False,False,0
1,1,0.43749999999999994,1,0,0.8529492307692308,0.14285714285714285,0,False,False,False,True,False,False,1
3,1,0.6041666666666666,0,0,0.13326923076923078,0.0,1,False,False,False,True,False,False,0
3,0,0.0,0,2,0.33884615384615385,0.2857142857142857,0,False,True,False,False,False,False,1
3,1,0.3333333333333333,0,0,0.14615384615384616,0.0,1,False,True,False,True,False,False,0
3,1,0.49999999999999994,0,0,0.23230769230769233,0.0,1,False,True,False,True,False,False,0
3,1,0.6666666666666666,1,1,0.37153846153846154,0.2857142857142857,0,False,True,False,False,True,False,0
